measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2008,0.284733338,0.536289699,-0.027406139
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2008,0.313592729,0.590717367,-0.029892335
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2008,0.301774869,0.568900988,-0.028872894
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2008,77.27117787,211.8618217,-7.687335021
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2008,123.3734679,334.5568255,-12.08733774
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2008,100.2513167,272.9696745,-9.880559553
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2009,132785.9826,364527.6599,-13214.61178
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2009,211238.9273,571611.493,-20742.13353
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2009,344024.9099,935690.1836,-33956.74532
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2009,0.289332926,0.543359289,-0.028017327
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2009,0.317918099,0.597526428,-0.030458552
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2009,0.306246705,0.575135798,-0.029462424
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2009,78.37877256,215.1675199,-7.80010835
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2009,125.2828577,339.0147935,-12.30186972
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2009,101.7748852,276.810656,-10.04562099
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2010,135780.5954,370885.8642,-13522.39633
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2010,216124.4326,584826.3588,-21265.08237
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2010,351905.028,955663.2467,-34787.47871
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2010,0.293437713,0.549560501,-0.028454538
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2010,0.322012234,0.603164563,-0.030991334
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2010,0.310357969,0.581142511,-0.029955521
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2010,79.33818692,216.7129399,-7.901294029
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2010,126.6687516,342.7619167,-12.4632898
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2010,102.9674761,279.6272422,-10.17882268
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2011,139576.9779,381656.058,-13972.87928
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2011,222458.8365,599655.2095,-22043.85983
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2011,362035.8144,981273.6115,-36016.73911
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2011,0.296872018,0.555987025,-0.028818451
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2011,0.325689212,0.609115817,-0.031465009
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2011,0.313947377,0.587088445,-0.030384581
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2011,80.3146312,219.6104687,-8.040198769
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2011,128.1002919,345.3043653,-12.69369616
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2011,104.1986707,282.4234559,-10.36609138
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2012,145072.6359,397195.6194,-14563.48739
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2012,232135.0637,625189.9464,-23042.55095
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2012,377207.6996,1022301.641,-37606.03835
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2012,0.299581108,0.559213309,-0.029186519
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2012,0.328908101,0.613185729,-0.031950208
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2012,0.316981314,0.591306003,-0.030828153
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2012,81.49533996,223.1267933,-8.181118024
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2012,130.2060946,350.6731815,-12.92471944
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2012,105.8691314,286.924649,-10.55471196
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2013,152591.9182,415431.1203,-15313.0634
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2013,245843.6523,659477.7447,-24541.21121
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2013,398435.5705,1074732.208,-39854.2746
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2013,0.301542171,0.563497454,-0.029354295
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2013,0.331693318,0.616931595,-0.032520178
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2013,0.319467653,0.595481123,-0.031235183
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2013,82.84822104,225.5540771,-8.314071126
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2013,132.9844834,356.7320383,-13.27510499
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2013,107.9628088,291.2167401,-10.79918499
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2014,161335.8955,438140.0304,-16143.52321
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2014,261737.0533,703720.1146,-26382.26641
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2014,423072.9488,1140989.573,-42525.78962
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2014,0.303329626,0.56565905,-0.029536472
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2014,0.334400114,0.621360109,-0.032996959
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2014,0.321836393,0.599158156,-0.031601262
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2014,84.33208626,229.0207193,-8.438401063
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2014,136.0804279,365.8730512,-13.71647635
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2014,110.2757059,297.4036295,-11.08452214
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2015,169894.9896,461831.1996,-17032.83413
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2015,277701.7885,742620.345,-27673.28542
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2015,447596.7781,1203132.016,-44706.11955
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2015,0.305046095,0.568758693,-0.029797231
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2015,0.337090408,0.625652178,-0.033342027
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2015,0.324172869,0.602209859,-0.031910543
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2015,85.65019384,232.8257699,-8.586866204
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2015,139.0720124,371.901479,-13.85867738
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2015,112.4498753,302.263224,-11.23153207
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2016,176903.5907,481143.8591,-17827.20769
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2016,290992.0696,778351.8837,-29050.59498
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2016,467895.6603,1259495.743,-46877.80268
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2016,0.307098102,0.573507821,-0.030066376
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2016,0.34022734,0.629876144,-0.033592837
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2016,0.326901505,0.607061275,-0.032171845
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2016,86.56076427,235.4286875,-8.72303788
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2016,141.2334914,377.7743984,-14.09975523
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2016,114.0081576,306.8906196,-11.42231563
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2017,182304.2387,494616.9565,-18454.89812
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2017,300833.803,802845.8028,-30115.79384
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2017,483138.0418,1297448.802,-48570.69196
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2017,0.309625711,0.577562366,-0.030331286
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2017,0.343748339,0.634489364,-0.034067985
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2017,0.330031145,0.611251949,-0.032563412
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2017,87.00474041,236.0560577,-8.80760443
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2017,142.287361,379.7273093,-14.24406695
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2017,114.770366,308.2114447,-11.53806079
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2018,186278.2222,505706.7198,-18790.57518
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2018,307296.5362,821736.5951,-31050.50054
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2018,493574.7583,1325446.507,-49841.07572
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2018,0.312408632,0.582567848,-0.030698812
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2018,0.347444398,0.638202562,-0.03473144
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2018,0.333340728,0.615929236,-0.033105207
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2018,87.28697133,236.9660148,-8.804960547
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2018,142.7485005,381.7214091,-14.42389312
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2018,115.1382072,309.19234,-11.62663205
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2019,190240.6337,515810.4891,-19267.45084
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2019,312872.2162,840687.8651,-31853.29986
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2019,503112.8499,1355052.265,-51120.7507
YLDs (Years Lived with Disability),1,Global,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2019,0.315260741,0.586657985,-0.031027832
YLDs (Years Lived with Disability),1,Global,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2019,0.350997143,0.642209216,-0.035573696
YLDs (Years Lived with Disability),1,Global,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2019,0.336574881,0.61977243,-0.033732598
